PROP_ID,FLOOR_NUM
B68281284,4
S68781864,1
H69904994,G
K69880262,
F69695462,8
B69679914,21
K69644194,3
R69595988,3
E25883935,2
S26285633,3
U68042514,1
S64889972,3
P26286033,6
Q66648268,
J26722983,12
Z70252708,
G66901368,8
U68282526,7
S68282092,12
X62670928,9
P62678904,4
E71004266,9
Z70344272,15
X70825118,
Z70825082,
U70825058,
O70825042,
X70794866,
Z70794840,
I70342870,15
S70697962,
S70697936,
L70672206,
I70671984,
Q70666544,
E70613188,1
G70512408,3
H70566594,3
L70516766,6
K69168164,4
U70449150,3
G70391888,11
E70277254,9
J69171284,2
A68948922,1
F70194432,2
A70119252,10
R70102998,22
K70083516,14
Z70076836,10
R70070066,6
W70021608,2
D69956472,7
D69076046,8
U67682540,2
G65505128,
W65704082,6
S70836908,
I70488708,5
P70337450,5
G70267516,2
R51742762,
X44509131,
A45714241,
X59773702,14
M69998076,3
T59551064,16
O59596602,25
Z57944624,
G23798546,20
Y70992650,8
S70991956,18
H70991770,14
C70973742,13
P70972984,20
Z70970134,4
J70954954,8
L70954374,9
M70954192,8
X70953970,8
J70952874,21
Y70952416,14
A70950226,8
H70949426,20
W70948714,15
I70948168,11
J70909866,7
P70733210,16
E70695564,14
Y70681110,3
Z70613624,2
P70513842,10
N70511088,20
U70499266,18
R70436348,6
Q69633568,20
R70118836,21
B70906552,
B70855016,
X70838696,
E70855524,
Q70851248,G
N61427220,G
A70849628,G
D70751358,
A68475888,
F70789470,2
R70767888,17
S70746696,16
H70743346,G
S70743250,G
D70743108,G
A70739894,G
W70739872,G
K70721298,4
C70710986,3
A70692256,G
X70154676,5
N70666438,2
M70628240,2
U70553740,2
K70553186,16
C70552942,9
K70232484,22
R68814758,27
E68901506,9
Q70316064,4
L70232066,24
B70180092,1
B70179908,2
X70178078,4
V70177758,1
G70129344,2
M70127888,4
E70127724,2
I70111968,2
A69998966,
E69006488,
E68774018,17
I68377434,26
F68039368,4
K70475940,9
Z69123762,
J69123288,
Y64989840,1
I70298358,1
M70298218,12
B69130326,15
A70294294,9
G70586242,4
P70779804,26
Q70779650,18
P70779462,6
U70502792,
C70479808,10
J70479534,9
E70479056,15
E70389320,
M70364142,6
B70360116,
V70337772,
N70336284,14
R68532622,10
V68536108,18
K69084056,10
D69084282,7
Y69084332,9
Z69084384,12
C70257302,1
I66119840,4
F65391594,2
K68605242,2
L68841400,3
C70269522,
U70267116,2
I70158838,7
U70077256,4
R70067874,24
X69976996,14
T69960756,12
Z69939420,1
H69845336,G
Z69845410,2
Q69845234,12
F69712536,8
D68401312,7
J69674832,6
M68777476,2
O68186246,
S66575734,
N67810270,
J70853558,1
V70731116,2
B70715942,8
E70584398,2
N70513396,12
O70497360,1
Q70409848,14
F70431376,11
C70358630,9
X70358574,7
B70299108,4
C70297796,1
A70283752,11
F70282500,4
U70282100,9
U70281344,13
Z61380496,14
U70234956,18
V70234460,11
K70076188,10
A69960288,5
P70190062,15
U70128602,20
U69992012,3
D70049092,15
O70030106,9
Y69961340,10
T69960594,27
J69960426,24
Q69942274,10
P69362812,10
R70406870,
O70406124,4
Q70992496,4
V70992384,4
M70992220,4
V70991988,4
X70991430,4
L70991260,4
X70911446,4
Q70906096,7
X70897064,9
N66409360,4
L70212994,1
B70069882,7
K69939426,3
D70951608,14
T69916168,13
C70281826,10
J70212326,11
V70105362,15
C68776664,9
X57921560,9
F58768810,6
T44541389,5
Q48113421,17
I46098739,
A70728020,
C70610420,4
G70512592,7
S70480680,6
A70469240,
Q70218004,
V70217714,
N68954610,
P68954916,
Z68955192,
M70109506,
A70104996,
K69069814,5
T68285332,3
G69660984,1
D69662858,
V69615964,
Y68733800,1
O68731632,3
B68731534,2
Y68731070,2
H68730082,2
W68729986,3
P70454650,1
U70454648,1
C70454646,
O70850620,12
W70852052,G
O70851750,7
Q70849302,10
A70875676,3
R70851420,10
D70850982,10
A70836648,6
F70814248,11
K70772208,4
G70625090,4
X70611112,3
E70461304,15
D70459326,7
F70240068,14
C64770286,5
W68099394,10
S68293858,5
N70087148,9
J69972878,20
W69922524,9
O69933458,12
E70945852,6
Q70939498,20
P70921610,2
U68820638,1
O70006772,5
T70628154,6
T67047772,6
S68783048,6
I69034926,2
Y61900682,
C62231392,
S69896880,2
I70210194,21
P70088122,25
K70076914,18
Q69980568,
M68898380,1
T69204196,6
C68800330,1
Q67916760,3
B69214534,
U71005354,2
Q70995872,1
K70990132,2
L70989828,1
A70592380,7
H70939652,5
V70932458,
F70932214,
N70931792,2
Q70931636,2
Y70931402,2
J70869580,4
F70909892,8
G70909726,6
B70909614,10
A70909416,5
J70909342,2
Y70906036,4
Z70905750,12
M70902976,3
B70901454,3
K70900496,5
R70900064,2
E70899030,
F70881502,1
Y70881404,2
A70868266,9
U70856404,4
N70855748,8
F70855496,
R70853998,1
O70853882,4
I70731540,3
U70838902,4
U70827174,1
E70819496,
B70814518,G
C70812872,3
G70811616,15
F70811466,20
F70809602,14
A70800456,1
J70800092,1
V70787956,4
I70787112,
A70786480,3
A70773514,
S70773184,
Z70758362,G
P70755408,1
O70745156,9
C70737960,
W70735966,2
N70731236,7
N70731776,14
I70729162,9
N70727800,1
E70727286,7
H70726552,4
D70726024,
Y70707070,1
A70604930,7
X70697726,31
P70663674,10
V70645200,
C70197532,2
A70197608,2
P70629098,3
H70628932,3
P70623604,1
E70620406,7
V70620296,5
I70618992,5
D70613704,15
E70613264,15
J70612932,11
X70612336,2
P70605084,8
M70604954,4
U70601166,27
C70596236,6
M70596056,8
W70595890,8
P70595832,7
E70593856,9
U70592854,10
P70591986,4
L70590374,7
X70590224,7
N70581214,8
B70557008,10
T70556844,8
Y70554026,5
F70514036,2
F70479964,
D70394882,2
Y70394758,1
T70460896,7
I70197040,2
Y70220920,10
R70316162,4
L70315980,1
P70282674,3
A70316340,2
R70282860,2
I69579210,12
N70221644,7
K70215980,7
Z70215766,14
K70215714,15
D70215666,11
D70215608,9
G70215550,19
L70215484,14
J70215390,17
Z70215358,12
B70215300,10
I70215252,12
H70215152,18
A70214756,14
C70214626,13
C70214570,12
D70214426,12
R70214174,11
U70214116,7
Z70214026,8
Z70213662,12
A70213450,8
J70213372,14
U70213306,17
W70213128,15
F70213068,13
F70212966,11
B70212910,6
Y70200964,14
J70192974,10
P70192548,8
I64906206,2
A65546698,2
H67348280,2
N66932338,2
Q70160160,7
T70159310,6
I70159134,18
X69510728,8
N69310010,10
Z70124728,8
V70103840,2
M70103410,3
K70043180,4
U70042950,1
N70012538,5
B70028040,7
K70026562,6
K70008668,4
N69997822,7
A69980292,
B69902492,6
S69724412,5
W69511224,6
U67804372,4
N67887696,1
R67887284,4
O70984644,1
B69459002,1
H70632936,5
R70894042,20
S70856858,
H70766516,1
P70744462,
O70727030,G
O70662782,1
N70621034,5
A70574346,3
W33765675,4
O70413720,2
C70413586,
G70380926,L
O66662346,2
C65412336,3
U70214692,4
C70142464,
V69998486,5
F69958152,2
Q69902938,3
Q69898658,7
U69738820,
Z69316678,4
O68651740,28
B68768516,4
S68627244,15
Y68626474,9
B68626882,17
W68626656,1
Z68626288,18
C68626058,18
O70775968,4
Z70504208,6
R70390494,17
P68210140,2
I69935750,10
Y70786410,G
D70773152,3
N70450748,1
R70412360,3
S70394946,1
B70303326,3
P66437608,
W68689112,2
N69083968,1
Z69552206,4
O69538314,5
T69532650,3
G63717798,1
O66588600,8
H70589074,8
S70511946,8
R70171066,1
F70096038,9
U68042544,
T68040220,
Q69876148,
R69802250,
W64139604,1
S63409022,2
B67567622,10
F71008550,10
L71008020,14
N71006284,18
E70996706,14
R70996352,30
I70970198,14
R70967778,25
H70941334,12
O70941024,G
X70939306,13
I70936440,5
G70935918,14
E70933318,1
G70885310,
D70785650,4
E69361376,29
V70726960,2
L70704982,4
S70653252,
B70469462,9
G65163920,7
F70363988,8
G70191758,6
Q70116002,7
N70012136,2
U69902024,6
Y69625078,21
R69609038,18
L69590774,12
O69530788,2
N68670284,8
W69100924,4
D67388848,9
Y66595068,4
K70981926,4
I70710038,
V70600222,L
X70581138,2
M70580976,3
D70518846,3
V70518766,1
G70507266,1
A70434558,G
F70418872,2
F70418694,G
U70381730,2
F70381620,1
D70312570,
K70312528,
S70312514,
S70312498,
V70312486,
F70312460,
Q70312450,
C70312428,
K70312404,
M70312388,
S70312320,
J70312308,
G70269924,
H70269804,
V70224974,2
O70224420,2
O70223844,G
Q70223786,1
L70204408,1
D70997426,12
E70994846,
V70963666,1
V70889558,
Q70883958,7
C70881354,
J70871702,
M70831288,
W70746380,21
K70740242,8
G70729668,7
H70469120,8
J58660294,4
R51561078,1
R61863724,G
J70606368,1
O58586778,
C70596576,4
H70594774,21
D70591304,5
S70551990,1
Y69185362,8
G40405139,1
G63425960,10
O65919162,G
F58659972,1
X65919040,2
N56243686,3
W65919210,G
K51561266,3
Q58588998,
O65918960,1
B70478132,15
G70465336,4
G69234356,
P70456922,
M70455330,4
M70441154,2
E70421378,12
B70355428,3
A67828050,3
L70333656,19
R70313122,7
X70313050,5
J70312984,12
H70288284,7
E58588920,
L58588024,
D58589874,4
R58585874,4
H58585242,1
M41905987,3
I41789069,3
A58584398,2
K70285200,7
Y70231008,3
N70211204,7
J70207274,
F70195376,12
L70192358,6
O70176812,3
G70174476,
O70162762,3
W70159176,1
Z70158854,1
M70147080,1
W70145720,2
I70130200,4
B70129840,2
K70128754,4
H70124706,6
Z70103028,7
S70007574,G
L69962910,3
E67171194,8
F67148180,7
V67147832,7
P69959132,11
Z69954246,4
N69951988,
T69900704,
W69900620,
M69870860,2
W69833806,9
H69831920,21
F69800894,11
S69618624,
G69618568,
O67081856,3
U69277722,6
K67112032,9
B68038760,7
Z68038376,15
S67975326,4
Y67548902,3
Z67111308,5
W67729610,1
D70971228,2
I70929938,3
D70854072,3
G70798284,2
A70798128,2
W70797762,2
K70797500,4
L70792740,
Q70740910,7
R70732182,G
I70721522,3
Q70544482,7
P70569340,3
S70513866,17
T66961818,5
Q61881008,12
A70474668,10
X61881526,8
S70419518,G
H70415964,13
O70415780,
H70363788,
J70269916,11
V68974560,
R67922486,1
E70234686,8
Z67919464,2
A70233610,7
Q70208186,10
D70154654,
A70109462,
S70107490,
J70055432,10
D70035328,
M60737158,
U44507509,
N69996778,8
S69965984,22
Q69965704,22
D69942090,
Z68096156,4
S69939918,
O69922368,
J69922238,
Y69921988,
B69921918,
Z67801978,6
X68282902,2
M67242782,
A67232120,
C67211510,
V70911938,
N70706152,G
E70431124,4
H70608480,10
X70425980,9
H70407934,17
I70320880,2
P70317520,1
T70317190,2
L70257786,G
J70253634,2
C70159912,1
L70229026,12
G70228934,4
B70228700,2
H70228762,6
I70228844,10
G70209618,1
B70117178,
S70117044,
K70116074,
F70110056,3
Z70109822,4
C70109718,5
X70090306,4
P70085548,10
W70030322,9
M70001676,1
K69934704,9
F69868270,8
H61836708,
Q69342860,2
P68915892,10
S56116870,2
E70458002,
C70312772,7
Y70234066,
X70220440,16
H70191426,4
V70191148,
E70190906,
Z70190704,
W70160146,
T70152798,
T70063938,
F70027520,
U70008284,
I69997626,G
V70512914,5
O70218082,8
X68197106,6
T68198930,8
W70465250,10
D68894450,3
S68650922,10
W70501006,4
T70500808,2
W70500754,2
O70399122,
V70239970,
T64795900,4
I70077964,3
F70044510,
F69483774,2
X69483380,1
I70771534,3
R70589248,8
C70336082,12
D70335766,9
W70335422,16
J70332172,8
P70313908,G
P70277126,17
V70276938,8
P70238256,9
R70227912,6
A70159984,
I70150168,1
O70023712,3
Y69992442,6
N70304278,1
I70301622,5
J70301164,8
R70288574,5
R70280152,5
N70021544,
B68270164,
K70728540,3
J70693140,8
H70533552,5
L70360198,
G70111522,16
M70157806,5
T70157642,6
U70111756,14
Y70107236,7
U70104276,10
S70104044,8
J70103780,8
D70083892,4
R70016010,5
D70015918,5
B69964900,
P69725098,6
D70235802,11
G70235578,10
M71014686,G
B70973420,12
B70835554,6
O70834506,5
I70807148,
W70469298,11
M70356272,8
H70267206,
O70163246,
F70162672,
J70162520,
W69994918,6
U69831068,9
D70870118,10
C70992504,8
T65878334,
U70990164,18
K70952816,8
H70952710,13
S70670218,4
C70459482,9
I70330354,1
Y70744980,10
E70329182,6
L70723558,8
E70717876,11
Z70510654,G
G70704156,10
C70649232,10
U70223816,16
C70511630,15
Q70510864,10
E70461724,10
N70439434,
Y70420848,
K70339014,12
Q70330372,4
O70329314,4
G70255110,24
F70254892,5
F70250822,22
F70250052,22
C70236870,16
M70236674,19
F70223778,9
K65811428,1
X69965226,15
G68726244,9
F69545814,6
T69506328,10
E68963922,6
I68929674,8
G64327136,
M70953592,6
R70912114,3
B70910924,
J68490476,
P70838416,24
O70834140,
D70745548,12
P70722102,10
J70716394,2
W70708704,
C70702622,
I70698600,3
B69309966,
I70661098,12
P70650494,
K70649032,
W70645594,
K70634896,12
Z70585584,
E70541630,
Y70531672,6
S70515130,10
A70478056,4
C70407350,11
C70407134,15
S70406392,11
G70382180,
O70373520,4
J70366626,4
B70359764,6
L70361656,10
Z70334470,3
J70350486,
O70301896,1
Y70270220,14
H70262274,9
Y70262264,7
S70256936,2
G70256476,11
E70255082,
V66590428,
L69098526,
N70191668,
E70159198,
I70158714,
M70123714,14
G70064808,
N70058656,
X70006868,17
G70025460,2
O70024936,13
P70022716,12
Z70022584,7
T70022220,11
E70022072,8
V70021686,5
B70016644,3
V70014714,2
E70006858,3
K70005556,12
T69980978,12
N69966306,13
B69962824,2
U69944948,6
C69667894,2
Y69871266,2
Z69861544,
B69861460,
B69785172,1
B69727714,1
S69724708,
I69678248,1
L69680312,2
T69329590,2
M69653848,4
M69428292,14
T69246122,8
U68954560,13
Y68760698,18
R66574366,7
E71005386,14
F70963272,7
R64101754,15
M70747876,7
O70637884,9
Y70634620,9
G70634060,10
T70746838,4
O70729210,
G66122404,10
S64101478,21
L69412196,
P70650802,6
E70650628,7
S70646256,1
F70636304,11
W70613320,G
V70562774,1
V70545258,2
W70543628,2
Y70543340,2
Z70528238,12
E70445614,4
L70457870,32
E70463234,2
W70445122,1
A63222202,15
J70344340,2
F70335378,4
E70031774,5
H70288702,12
O70282514,10
U70146556,8
O70123930,6
X69979132,5
D68792884,18
Y67855978,
P70570834,
M70544970,1
R70371300,G
I44651309,11
Y42062055,9
L70986988,3
P70708894,6
Z70708692,3
X69849718,14
V71022948,5
T71022792,2
V71008890,2
Z69829388,2
W70803506,2
G70799530,2
Y70799272,2
L70862512,2
W69828928,2
D69481304,3
H70587718,2
T70988412,2
K70980152,2
W69221238,3
H68138172,2
P69481792,2
Z69821912,2
X69823556,2
N69821992,2
Q69830656,3
E70834394,2
I70834550,2
B70730710,2
O70946736,2
H70936008,4
V70730602,2
V69810018,2
V70934052,3
C70905680,
H70448900,2
W70345152,1
A70344810,2
V70803616,4
P70799178,1
C70799092,2
A70756816,2
B70737954,
Q70737828,
D70737734,
P70737396,
P70660632,1
I70314888,4
Q70627410,1
P70287466,3
O70286844,2
I70533938,
C70533750,
X70445258,5
K70428228,4
H70365212,7
C70360598,5
R70359870,
N70353896,10
U70325910,
O70270882,2
Z70316488,1
C70314688,3
I70301664,2
X70301312,2
Z70301400,1
E70133606,2
W70271120,1
G70271050,1
I70270826,3
G70270662,2
L70257462,4
K70231656,2
A70230378,4
T70213190,20
T69959440,10
V70106334,G
A70090836,10
H70068078,6
N68796040,2
N70009304,1
X70009432,1
C70009146,1
Q70008938,2
I70009822,2
C69986764,2
D70028836,3
G69974350,3
Q69974734,2
X69963992,2
H67972704,G
R69810218,2
Y69139538,2
Z69143808,2
X69204836,2
N69395600,9
C69283048,10
E69282882,4
Y69264520,10
A69264320,G
L69139432,2
X69139286,3
H68811372,1
Q68795302,2
J68796212,2
Z68832356,2
D68795050,3
F68745772,2
H68651184,2
W68476860,3
K68415728,2
V70678370,
E70678352,G
X70677914,1
Y70677910,4
M70677908,2
S70677698,3
B70657920,
L70657896,
F70616234,1
P70610520,
G70607904,
X70607018,
O70598070,1
D70589130,4
T68847398,4
F70038696,
G70038692,
K70038508,2
U69884514,2
K66487162,1
J66486956,3
S66486900,4
Y70910850,
V71022890,3
M71017186,
T71016898,
N70994644,
D70993508,1
S70988974,3
S70983706,
H70983636,
Q70972802,
X70972528,20
X70970844,
U70968132,10
V70961816,17
I70960450,
P70941716,2
C70935264,
K70934624,3
G70930440,3
X70929716,2
C70929480,
P70911958,1
J70912288,2
R70912166,2
Q70911662,2
S70911642,6
U70911194,1
V70910722,1
X70910430,14
O70898628,3
J70897126,2
I70877240,1
Q70876100,1
Y70875956,1
N70875802,1
C70874542,1
Y70871620,5
Z70857138,10
E70834536,3
C70830340,22
E70797604,3
K70797438,2
P70797246,4
I70797128,2
F70797014,1
X70794800,
F70794756,4
A70786238,15
P70555304,10
Y70513224,3
L70770836,7
K69271936,5
S70753778,9
O70706636,3
C70703448,3
H70703578,4
L70750966,2
C70746636,3
I70746552,
V70746452,1
N70745890,2
G70745818,5
A70745724,
O70745650,3
J70745498,3
D70745384,1
Y70745286,2
W70745102,2
B70743982,9
V70709294,3
Y70705418,1
K70704686,3
B70683434,4
U70684794,4
K70683038,8
D70662676,11
I70660762,2
L70646312,13
V70645942,16
V70644352,13
C70643778,16
I70627778,3
O70607360,6
R70607078,2
P70598452,28
Z70587954,
S70587768,
X70587700,
I70586794,5
M70576014,9
M70575960,7
W70575924,6
C70571442,9
O70570058,5
R70568396,20
U70288838,8
P70541802,2
Y70541446,
V70536168,18
N69310990,11
D70486700,11
P70483578,2
J70480214,2
Y70480076,6
O70454378,2
Z70454350,6
C70443024,9
E70441850,4
P70443356,10
G70443120,11
O70214900,7
Y70442802,3
Z70442328,5
K70450682,
L70443478,3
T70412718,
B70408944,
F70285676,2
J70387864,1
Y70091492,12
W70090104,13
S70379656,6
B70360526,3
I70359930,1
J70352766,2
K70352122,2
Z70349274,4
Z70349246,2
X70349222,G
W70349194,8
Y70349166,3
T70349082,
B70345302,16
O70344774,10
G70334848,2
P70333890,9
T70318264,25
J70318108,15
Q70317872,18
R70317602,8
P70298858,4
I70141970,10
S70103090,15
W70103318,10
H70286170,10
T70284430,1
O70285030,2
D70213920,
E70202104,
O70201012,
O70195756,8
R70195950,5
U70195630,5
E70196018,5
L70196772,15
K70195864,4
I70191992,3
L70182972,2
K70142634,14
I70140570,7
T70139744,10
X70139290,10
A70139080,14
N70138908,G
U70125486,12
U70125094,12
A70124570,12
U70123994,10
H70123852,16
J70112452,15
U70111924,20
V70111636,15
Y70111444,12
Z70103862,10
G70103536,12
L70096226,12
N70089738,14
C70089420,12
U70088124,12
H70087450,10
F70087180,12
A70086780,10
K70085898,10
Z70054386,
G70053572,1
W69998396,
L69992834,17
H69992764,12
O69992648,2
P69978794,3
E69976654,12
U69953896,10
G69925158,3
Q69925024,3
R69923764,4
F69918836,1
T69897710,3
A69897430,2
B69880344,21
L69880252,21
N69880212,12
S69616252,1
I69616584,1
I69616528,1
M69616474,
U69616334,
L69616284,2
N69560138,
U69499076,12
G69083960,5
E67873150,2
D67862372,4
K70905618,7
K70334206,5
P70294520,18
W70267294,5
H70013310,17
S69259180,10
P70916554,2
I70916446,1
N70915502,3
N70915382,4
J70915290,8
L70915194,9
S70915116,6
S70914898,
O70914866,
T70914834,
W70015456,
X69773174,15
U70548872,10
C70891698,12
Q70689140,3
G70687648,1
O70687524,2
X70680964,3
I70680856,6
C70680762,7
V70680650,8
J70665610,16
A70665462,18
D70665314,16
C70659412,7
Y70659304,8
T70659208,10
H70659090,2
G70658992,3
W70658914,2
G70646680,1
J70646584,3
R70628492,4
L70621934,1
Q70620404,1
K70619676,2
C70617840,18
U70615512,2
L70609904,3
C70606494,11
X70606338,11
G70606158,12
W70605916,10
E70605576,10
I70590530,28
A70590442,23
X70590078,20
C70589882,13
P70589618,8
K70549908,3
Z70549790,4
H70549666,1
W70544686,8
R70544584,12
Y70544428,6
S70544248,9
X70544088,9
U70450398,10
W70450070,9
H70446080,2
H70445936,1
Z70445644,1
S70445178,12
C70429456,3
I70429382,2
T70429268,3
E70429154,4
F70428426,3
N70428040,1
D70427912,2
O70427776,1
G70427484,6
O70427346,7
F70427244,4
K70426952,6
G70399210,2
Z70399076,3
N70391942,11
U70391678,8
X70376026,9
L70370984,2
E70356162,22
C70355650,18
S70354550,11
C70302160,9
X70301936,4
M70301764,2
R70301474,1
A70300962,2
Y70300792,1
Q70240560,4
U70240388,3
V70240292,2
L70240178,4
R70240044,3
S70239900,2
Y70239720,1
J70211308,6
W70187498,10
K70187452,9
E70180460,2
T70173152,11
J70162502,10
A70111096,8
S70110766,7
P70065220,9
R70060950,2
P70054958,1
L70043646,11
W70041284,8
Z69989182,
F69946302,G
A69945916,2
L69944228,2
T69943934,1
S69925092,5
B70703324,
W70549662,1
C70455842,6
L70444596,11
Z51454584,
R69963700,
F70770858,1
Y70683284,4
T70551318,11
I70150212,10
D70025638,5
F69894364,1
U50009186,5
L48949161,10
M45316601,2
Y69593398,15
D64979446,25
H63854596,9
H49687470,5
R50270158,4
C48949377,6
H70211390,3
A49626700,20
W39286691,3
K45014493,18
K49626456,16
D53266442,25
N49088275,14
X63020724,25
O49688010,2
V44981733,18
I41794521,37
Z48682629,15
G43157071,G
J62699108,25
D48294473,14
L47640965,10
Q55739746,G
U48294673,15
K44460521,11
Y43156359,16
J68857210,8
N66905870,2
I66905918,3
M67531228,5
W44989287,27
T66590090,12
C49685936,1
U51934242,3
B49686406,7
T64327074,10
D47640273,15
R62475036,G
C43528639,11
A70626710,2
M70940126,1
I70939466,3
Z70936804,4
I70936036,1
J70935864,4
Q70935624,3
P70935484,2
Q70935272,1
P70932502,3
B70930496,2
G70930250,1
I70930032,4
S70929364,1
C70929044,4
Z70928936,1
Z70928810,3
Q70928468,2
Q70928438,
I70900382,1
X70896964,1
Y70881588,8
Q70880430,1
O70877872,1
Z70877182,3
W70876266,
B70875598,1
T70855414,2
Z70854428,4
F70810194,3
P70784354,25
A70783472,10
I70783100,8
O70772264,9
T70769320,25
Q70769076,8
A70695816,8
V70681220,24
E70679800,19
G70623904,1
F65229306,1
D70623804,2
X70623760,4
H70623728,
B70623684,1
Q70623652,4
K70623510,2
Q70623480,2
V70623432,
N70623366,
C70623318,4
U70623270,21
V63165216,G
T70619956,G
Y70619544,
K70613154,G
D70612866,4
U70611736,9
B70610690,4
A70610340,1
K70610036,4
O70609710,7
H70608836,
L70608152,2
J70607818,4
D70607090,1
Y70606056,1
Z70605762,4
B70605414,1
W70603978,1
W70603746,4
Y70601846,12
M70598478,
X70598316,
C70598172,20
Q70597918,1
Z70597498,2
E70596920,4
Z70495600,9
T69853410,2
R69846646,1
K70521358,6
D70968902,6
F70429974,6
I70330772,12
P69934900,4
D69900080,12
S70580234,
C70580018,
S70579890,
Z70580132,1
J70579818,2
J70580334,
L70580210,
N70580186,3
G70580080,
P70579918,
A70512258,
M70056316,1
H70835838,6
R69632312,
T70734966,4
A70740440,14
V70614306,
T70308840,5
A70498480,G
J70480376,2
Z70448306,2
S70442486,
B70319372,15
S70311056,12
K70308718,3
Y70279120,9
E70233420,16
L70209056,5
T70109814,22
B70153074,14
M70132462,1
X70129258,
M70013508,
J60176038,5
V69846132,5
H69837596,
V69836134,
B69104786,3
Y68884122,22
V70212960,4
B70056100,1
W70882838,6
I70882632,2
E70870150,
F70837364,1
I70816434,
C70814480,1
P70814390,4
S69478846,2
F69480688,
Y70617046,2
X70610398,
Y70596332,
U70596160,
H70591742,
F70591508,
P70590648,
O70590486,
L70590402,
Q70589408,2
S70584096,
U69309094,
D69342830,
F70422084,
E70365666,
G70359514,
A70359024,
Z70358330,
R70358126,
G70332800,13
R70323928,
C68006280,
J66130790,
Q70250390,
R70236366,9
G70190114,2
S70163434,2
C70152206,
U70128316,
A70123918,
P70123742,
I70123546,
F70123336,
N69894664,1
M69710138,7
Q69197908,
S68532944,
I67918898,16
I67953950,8
L66708342,
U70906526,3
U70387988,8
P69418866,9
W69398550,12
F70505958,8
H44466963,17
L70583766,12
H70475638,7
O69020032,2
U70858140,18
E70737822,5
G70748694,G
D70653308,
J70629932,15
M70525006,G
W70569534,14
T70524874,18
Y70510666,9
T70526162,9
U70526074,10
N70511654,4
P70504978,1
Y70475438,7
T70482576,
I70468934,5
B70443434,1
T70394812,4
P70391418,6
U59257730,
O70345794,12
B69176522,3
F69967510,1
C69959486,1
U70291288,18
D70272804,1
D69119318,15
L70253762,17
Q70242026,2
U70242012,1
Y70241970,1
A70241918,1
Y70241828,1
Z70241716,4
X70241566,
Q70241478,2
T70241424,2
Z70241330,
B70241240,3
E70227750,7
C69054852,3
K70216724,8
F70208368,
F70189294,1
X67141960,19
T65521758,15
L65126806,7
M65346768,5
W70148416,2
N70148378,3
T70148306,G
R70148234,1
C70148046,
P70142276,11
Q70141714,12
H70132818,4
H70096690,4
C70074564,5
A70028014,G
O70010446,6
D69986290,10
U69953226,
G69953204,2
V69953178,1
I69953080,4
R69952950,26
L69923668,
M69903460,23
N69903146,2
P69749546,
A69733400,
E69733122,
B69710388,
V69685808,10
V67787456,7
T70722158,8
Q70961466,1
D70231480,10
N70838148,
L70434832,3
Q70360344,8
O70322916,
V70245378,4
A70238546,4
M70233942,
Z70157056,2
D70174280,
N70156084,2
A70155522,2
K70153512,2
A70134650,2
B69550462,14
R70799994,10
M70194396,15
P70191990,15
S70192370,3
B70191490,20
R70191306,15
W68990564,3
F71011250,
Q71010910,3
G70990914,12
H70990654,6
J69622520,11
T70956414,7
M70956392,7
K70956358,7
P70956180,7
R70926226,7
W70926086,7
J70926032,7
O70925490,2
P70925462,2
Y70873940,8
W70873634,8
G70873534,8
X70873150,8
T70873060,8
C70832912,3
G70832486,3
E69623360,
G70787494,8
A70705700,10
T69513266,
Q69537682,
Z70664746,11
W70650808,10
N70500626,7
D60235472,4
U70462670,3
P70462500,10
Y70389074,10
M70289106,7
P70212754,7
L69997008,6
X69971410,11
Y69962618,2
J69925600,2
I64914368,3
M68760232,14
L68762578,14
R68761044,14
C68763664,
F68763238,
A69848438,15
X69831726,3
F69830646,16
W66330640,7
L70589280,1
U70522310,6
N70513234,4
D70468780,1
X69896794,12
Y70880338,2
E70469742,1
R70464908,8
O70461312,
Q70378816,8
D70358724,30
P70217146,8
T70164576,1
D70140830,2
D70011542,
L71008712,5
E70983406,5
M70859398,4
G70824596,4
R70643100,4
C70746284,8
L70739526,12
K70705428,G
N70700654,5
H70684806,5
P70676608,2
O70660278,3
L70536308,
E70455198,7
O70367090,7
G70365680,9
W69866426,10
S70322508,7
W70291814,7
N70291340,10
I70174032,6
U70267248,15
Z70189518,3
P69980156,5
W70124072,10
D69980028,4
V70086874,10
I69978862,11
U69942958,4
X68901120,14
Z68774226,6
S68550686,5
I50039728,20
T71012396,6
D70064846,5
A70064648,9
N68991804,7
Z70623384,
K68352096,
Y69850418,G
Q70866142,3
L70866122,11
H70911588,G
C70894128,1
H70811478,
T70750122,
K70726968,25
A70701942,G
V68701976,
J70456240,2
O68005652,11
I68954216,11
P69141786,14
B70252876,2
M70127624,1
X70012994,2
K70005038,2
V69786406,3
U67800162,6
S70355282,3
H70884698,3
W70884634,L
G68460842,11
G62994536,G
J62995008,G
X68167820,L
K69034872,1
M71011244,5
I71007506,11
J71006764,11
V71006650,12
H71006374,13
J70974966,7
H70972168,5
M70969714,8
C70967204,12
W70945346,1
S70944334,11
C70931500,8
C70726758,4
V70726504,2
L70881614,1
K70728504,G
U70912684,2
D70874824,9
I70894950,10
M70875176,8
B70874484,6
E70872944,8
W70871988,
J70870938,8
Z70859120,7
B70644930,3
A70809180,7
A70757286,
B70756370,
E70756122,
J70755684,7
Q70727862,5
R70647432,16
T70644786,31
K70628982,6
Q70608808,3
T70590448,1
R70585558,12
I70505926,7
